CUSTID,REGION
17522,East
17523,East
17524,North
17525,East
17526,East
17527,East
17528,North
17529,West
17530,West
17531,South
17532,South
17533,West
17534,East
17535,West
17536,North
17537,North
17538,West
17539,North
17540,West
17541,North
17542,South
17543,North
17544,West
17545,North
17546,South
17547,North
17548,East
17549,South
17550,North
17551,West
17552,East
17553,East
17554,West
17555,West
17556,West
17557,North
17558,South
17559,East
17560,East
17561,South
17562,North
17563,North
17564,East
17565,West
17566,East
17567,East
17568,East
17569,East
17570,West
17571,South
17572,South
17573,South
17574,South
17575,North
17576,West
17577,South
17578,West
17579,West
17580,East
17581,West
17582,East
17583,North
17584,East
17585,North
17586,South
17587,South
17588,South
17589,South
17590,East
17591,East
17592,East
17593,East
17594,South
17595,South
17596,West
17597,North
17598,North
17599,West
17600,North
17601,East
17602,South
17603,South
17604,East
17605,South
17606,East
17607,West
17608,West
17609,East
17610,South
17611,South
17612,North
17613,East
17614,North
17615,North
17616,East
17617,North
17618,North
17619,North
17620,South
17621,North
17622,West
17623,North
17624,West
17625,North
17626,North
17627,West
17628,North
17629,North
17630,West
17631,North
17632,North
17633,East
17634,East
17635,South
17636,West
17637,North
17638,East
17639,East
17640,East
17641,North
17642,West
17643,West
17644,West
17645,West
17646,North
17647,West
17648,West
17649,West
17650,West
17651,North
17652,West
17653,West
17654,West
17655,North
17656,West
17657,North
17658,South
17659,North
17660,West
17661,South
17662,South
17663,North
17664,North
17665,South
17666,North
17667,North
17668,North
17669,West
17670,West
17671,East
17672,North
17673,West
17674,South
17675,East
17676,North
17677,West
17678,West
17679,South
17680,East
17681,North
17682,North
17683,West
17684,West
17685,South
17686,North
17687,West
17688,South
17689,North
17690,West
17691,East
17692,West
17693,East
17694,South
17695,South
17696,West
17697,West
17698,South
17699,North
17700,West
17701,North
17702,East
17703,West
17704,West
17705,East
17706,South
17707,South
17708,East
17709,North
17710,South
17711,South
17712,West
17713,South
17714,West
17715,East
17716,East
17717,North
17718,South
17719,North
17720,East
17721,East
17722,South
17723,South
17724,East
17725,South
17726,West
17727,South
17728,South
17729,East
17730,South
17731,North
17732,South
17733,West
17734,West
17735,East
17736,South
17737,West
17738,East
17739,South
17740,North
17741,West
17742,North
17743,North
17744,North
17745,West
17746,West
17747,West
17748,North
17749,East
17750,West
17751,East
17752,North
17753,South
17754,West
17755,South
17756,South
17757,West
17758,North
17759,South
17760,North
17761,North
17762,East
17763,West
17764,South
17765,South
17766,North
17767,South
17768,East
17769,West
17770,North
17771,North
17772,West
17773,North
17774,North
17775,East
17776,East
17777,North
17778,North
17779,East
17780,East
17781,South
17782,East
17783,East
17784,South
17785,North
17786,West
17787,North
17788,East
17789,West
17790,North
17791,East
17792,North
17793,South
17794,North
17795,South
17796,North
17797,West
17798,North
17799,West
17800,East
17801,East
17802,South
17803,West
17804,North
17805,West
17806,West
17807,East
17808,East
17809,West
17810,West
17811,North
17812,North
17813,West
17814,North
17815,East
17816,West
17817,East
17818,South
17819,West
17820,North
17821,North
17822,North
17823,South
17824,East
17825,North
17826,South
17827,East
17828,North
17829,South
17830,South
17831,West
17832,North
17833,East
17834,South
17835,West
17836,East
17837,East
17838,South
17839,East
17840,East
17841,East
17842,East
17843,South
17844,East
17845,East
17846,East
17847,East
17848,West
17849,West
17850,East
17851,East
17852,East
17853,East
17854,North
17855,East
17856,East
17857,East
17858,South
17859,North
17860,West
17861,East
17862,West
17863,East
17864,East
17865,East
17866,East
17867,West
17868,North
17869,West
17870,East
17871,East
17872,South
17873,West
17874,West
17875,North
17876,South
17877,South
17878,South
17879,West
17880,North
17881,West
17882,South
17883,South
17884,East
17885,East
17886,East
17887,West
17888,South
17889,North
17890,South
17891,North
17892,North
17893,North
17894,West
17895,North
17896,West
17897,West
17898,South
17899,North
17900,West
17901,East
17902,West
17903,East
17904,South
17905,North
17906,West
17907,South
17908,East
17909,West
17910,South
17911,South
17912,North
17913,North
17914,North
17915,East
17916,East
17917,West
17918,North
17919,West
17920,North
17921,South
17922,North
17923,East
17924,South
17925,North
17926,East
17927,West
17928,North
17929,West
17930,North
17931,East
17932,South
17933,East
17934,South
17935,South
17936,North
17937,West
17938,East
17939,North
17940,West
17941,West
17942,North
17943,West
17944,North
17945,North
17946,North
17947,West
17948,East
17949,South
17950,South
17951,North
17952,South
17953,South
17954,East
17955,West
17956,North
17957,West
17958,North
17959,East
17960,South
17961,North
17962,North
17963,West
17964,West
17965,West
17966,East
17967,West
17968,West
17969,East
17970,East
17971,West
17972,East
17973,West
17974,North
17975,East
17976,South
17977,South
17978,West
17979,West
17980,North
17981,East
17982,West
17983,West
17984,South
17985,West
17986,South
17987,South
17988,East
17989,South
17990,South
17991,West
17992,South
17993,North
17994,South
17995,South
17996,North
17997,East
17998,South
17999,North
18000,West
18001,West
18002,South
18003,West
18004,South
18005,West
18006,West
18007,East
18008,East
18009,South
18010,West
18011,East
18012,West
18013,West
18014,East
18015,West
18016,North
18017,North
18018,West
18019,South
18020,East
18021,South
18022,East
18023,East
18024,East
18025,North
18026,North
18027,West
18028,West
18029,South
18030,East
18031,West
18032,North
18033,West
18034,South
18035,West
18036,East
18037,North
18038,South
18039,East
18040,West
18041,South
18042,South
18043,East
18044,North
18045,South
18046,West
18047,East
18048,North
18049,South
18050,South
18051,South
18052,South
18053,West
18054,South
18055,South
18056,East
18057,East
18058,North
18059,North
18060,East
18061,South
18062,East
18063,East
18064,East
18065,South
18066,North
18067,East
18068,North
18069,South
18070,South
18071,North
18072,South
18073,West
18074,West
18075,North
18076,North
18077,North
18078,South
18079,South
18080,West
18081,North
18082,South
18083,North
18084,North
18085,North
18086,South
18087,East
18088,East
18089,South
18090,South
18091,West
18092,West
18093,West
18094,West
18095,East
18096,South
18097,West
18098,West
18099,North
18100,East
18101,West
18102,East
18103,East
18104,North
18105,South
18106,North
18107,West
18108,North
18109,South
18110,East
18111,East
18112,South
18113,West
18114,West
18115,East
18116,West
18117,West
18118,East
18119,North
18120,South
18121,South
18122,South
18123,West
18124,West
18125,West
18126,East
18127,West
18128,South
18129,East
18130,North
18131,West
18132,West
18133,West
18134,West
18135,West
18136,South
18137,East
18138,West
18139,West
18140,West
18141,East
18142,South
18143,West
18144,West
18145,West
18146,West
18147,West
18148,South
18149,West
18150,East
18151,North
18152,West
18153,West
18154,South
18155,West
18156,West
18157,West
18158,North
18159,South
18160,North
18161,East
18162,East
18163,North
18164,East
18165,East
18166,West
18167,North
18168,South
18169,South
18170,East
18171,North
18172,West
18173,East
18174,East
18175,West
18176,East
18177,North
18178,East
18179,South
18180,West
18181,West
18182,West
18183,East
18184,West
18185,South
18186,West
18187,East
18188,West
18189,North
18190,East
18191,West
18192,South
18193,South
18194,South
18195,South
18196,West
18197,West
18198,North
18199,South
18200,West
18201,South
18202,South
18203,East
18204,North
18205,South
18206,South
18207,West
18208,North
18209,West
18210,West
18211,North
18212,East
18213,East
18214,East
18215,South
18216,South
18217,East
18218,East
18219,North
18220,West
18221,North
18222,West
18223,South
18224,South
18225,South
18226,North
18227,South
18228,South
18229,East
18230,South
18231,East
18232,West
18233,East
18234,North
18235,East
18236,North
18237,East
18238,South
18239,West
18240,East
18241,West
18242,East
18243,East
18244,West
18245,East
18246,West
18247,East
18248,South
18249,West
18250,South
18251,East
18252,South
18253,North
18254,South
18255,West
18256,North
18257,East
18258,South
18259,East
18260,North
18261,South
18262,North
18263,South
18264,North
18265,South
18266,South
18267,South
18268,East
18269,South
18270,East
18271,West
18272,East
18273,West
18274,East
18275,East
18276,North
18277,North
18278,South
18279,West
18280,North
18281,South
18282,North
18283,West
18284,North
18285,North
18286,North
18287,East
18288,East
18289,West
18290,West
18291,West
18292,South
18293,West
18294,South
18295,West
18296,East
18297,East
18298,West
18299,South
18300,West
18301,East
18302,South
18303,East
18304,East
18305,North
18306,West
18307,North
18308,North
18309,East
18310,North
18311,North
18312,South
18313,East
18314,West
18315,North
18316,South
18317,North
18318,South
18319,South
18320,East
18321,South
18322,East
18323,East
18324,North
18325,South
18326,North
18327,North
18328,North
18329,North
18330,North
18331,West
18332,East
18333,South
18334,South
18335,West
18336,North
18337,South
18338,West
18339,East
18340,East
18341,South
18342,East
18343,South
18344,West
18345,East
18346,West
18347,West
18348,West
18349,East
18350,East
18351,West
18352,East
18353,North
18354,West
18355,North
18356,South
18357,North
18358,East
18359,North
18360,East
18361,South
18362,East
18363,South
18364,South
18365,East
18366,North
18367,East
18368,East
18369,West
18370,West
18371,South
18372,South
18373,South
18374,West
18375,East
18376,East
18377,North
18378,North
18379,North
18380,West
18381,South
18382,West
18383,South
18384,West
18385,North
18386,North
18387,East
18388,West
18389,North
18390,North
18391,West
18392,East
18393,West
18394,South
18395,West
18396,East
18397,West
18398,West
18399,West
18400,North
18401,East
18402,South
18403,West
18404,South
18405,East
18406,West
18407,West
18408,East
18409,South
18410,South
18411,North
18412,North
18413,West
18414,South
18415,West
18416,South
18417,South
18418,East
18419,West
18420,North
18421,South
18422,South
18423,South
18424,West
18425,South
18426,South
18427,East
18428,East
18429,East
18430,North
18431,West
18432,North
18433,North
18434,West
18435,West
18436,South
18437,East
18438,East
18439,South
18440,South
18441,North
18442,West
18443,West
18444,West
18445,West
18446,West
18447,North
18448,East
18449,East
18450,South
18451,South
18452,South
18453,East
18454,North
18455,West
18456,South
18457,South
18458,North
18459,North
18460,East
18461,South
18462,West
18463,West
18464,East
18465,West
18466,North
18467,East
18468,South
18469,South
18470,South
18471,South
18472,East
18473,East
18474,West
18475,West
18476,West
18477,North
18478,West
18479,South
18480,West
18481,East
18482,East
18483,East
18484,North
18485,East
18486,West
18487,East
18488,South
18489,West
18490,South
18491,West
18492,North
18493,East
18494,North
18495,East
18496,South
18497,East
18498,West
18499,North
18500,North
18501,North
18502,South
18503,North
18504,West
18505,South
18506,South
18507,South
18508,South
18509,North
18510,South
18511,North
18512,West
18513,East
18514,East
18515,East
18516,West
18517,South
18518,South
18519,East
18520,North
18521,South
18522,West
18523,South
18524,West
18525,East
18526,West
18527,South
18528,North
18529,West
18530,East
18531,West
18532,East
18533,North
18534,East
18535,East
18536,North
18537,South
18538,West
18539,South
18540,South
18541,North
18542,West
18543,East
18544,East
18545,East
18546,West
18547,East
18548,South
18549,West
18550,North
18551,South
18552,East
18553,West
18554,South
18555,South
18556,East
18557,East
18558,East
18559,West
18560,West
18561,North
18562,South
18563,South
18564,West
18565,West
18566,West
18567,West
18568,North
18569,South
18570,East
18571,East
18572,South
18573,West
18574,South
18575,East
18576,North
18577,East
18578,East
18579,South
18580,West
18581,North
18582,West
18583,South
18584,East
18585,South
18586,East
18587,South
18588,West
18589,South
18590,North
18591,West
18592,West
18593,South
18594,North
18595,West
18596,West
18597,South
18598,South
18599,West
18600,West
18601,North
18602,South
18603,West
18604,North
18605,North
18606,South
18607,North
18608,East
18609,North
18610,North
18611,West
18612,West
18613,South
18614,East
18615,North
18616,South
18617,East
18618,East
18619,West
18620,West
18621,West
18622,West
18623,West
18624,West
18625,East
18626,North
18627,West
18628,West
18629,East
18630,East
18631,South
18632,North
18633,East
18634,West
18635,East
18636,South
18637,West
18638,North
18639,South
18640,South
18641,West
18642,East
18643,West
18644,South
18645,West
18646,North
18647,West
18648,South
18649,North
18650,South
18651,North
18652,East
18653,West
18654,North
18655,South
18656,South
18657,East
18658,South
18659,East
18660,East
18661,South
18662,East
18663,East
18664,South
18665,North
18666,North
18667,North
18668,South
18669,East
18670,West
18671,South
18672,West
18673,West
18674,South
18675,North
18676,West
18677,East
18678,West
18679,West
18680,East
18681,South
18682,North
18683,South
18684,East
18685,East
18686,North
18687,East
18688,East
18689,East
18690,West
18691,East
18692,South
18693,East
18694,West
18695,East
18696,South
18697,West
18698,East
18699,West
18700,East
18701,East
18702,West
18703,East
18704,North
18705,North
18706,South
18707,South
18708,North
18709,East
18710,West
18711,West
18712,North
18713,South
18714,South
18715,East
18716,West
18717,North
18718,East
18719,West
18720,West
18721,South
18722,North
18723,South
18724,East
18725,West
18726,East
18727,North
18728,East
18729,East
18730,East
18731,North
18732,North
18733,South
18734,South
18735,West
18736,South
18737,North
18738,South
18739,South
18740,North
18741,North
18742,West
18743,South
18744,North
18745,North
18746,West
18747,East
18748,West
18749,South
18750,South
18751,East
18752,North
18753,East
18754,West
18755,South
18756,North
18757,North
18758,West
18759,West
18760,West
18761,West
18762,West
18763,South
18764,West
18765,South
18766,South
18767,North
18768,West
18769,North
18770,North
18771,West
18772,West
18773,North
18774,North
18775,South
18776,West
18777,East
18778,South
18779,North
18780,South
18781,East
18782,West
18783,East
18784,East
18785,North
18786,West
18787,South
18788,East
18789,South
18790,South
18791,West
18792,South
18793,West
18794,East
18795,North
18796,South
18797,South
18798,South
18799,South
18800,North
18801,North
18802,East
18803,North
18804,North
18805,North
18806,South
18807,West
18808,West
18809,South
18810,South
18811,East
18812,North
18813,East
18814,South
18815,West
18816,East
18817,East
18818,South
18819,East
18820,South
18821,East
18822,North
18823,North
18824,North
18825,North
18826,North
18827,South
18828,West
18829,East
18830,South
18831,East
18832,East
18833,West
18834,West
18835,East
18836,South
18837,South
18838,North
18839,North
18840,West
18841,East
18842,North
18843,North
18844,East
18845,South
18846,South
18847,West
18848,North
18849,West
18850,South
18851,North
18852,South
18853,North
18854,East
18855,North
18856,East
18857,South
18858,North
18859,North
18860,West
18861,West
18862,South
18863,East
18864,North
18865,East
18866,East
18867,East
18868,West
18869,North
18870,East
18871,South
18872,West
18873,West
18874,North
18875,North
18876,West
18877,West
18878,East
18879,West
18880,South
18881,East
18882,North
18883,West
18884,West
18885,North
18886,South
18887,North
18888,West
18889,East
18890,West
18891,North
18892,East
18893,South
18894,East
18895,West
18896,North
18897,West
18898,South
18899,South
18900,East
18901,South
18902,North
18903,West
18904,West
18905,North
18906,West
18907,West
18908,North
18909,South
18910,North
18911,South
18912,North
18913,West
18914,South
18915,East
18916,West
18917,West
18918,West
18919,South
18920,West
18921,North
18922,North
18923,East
18924,North
18925,West
18926,West
18927,East
18928,North
18929,North
18930,West
18931,East
18932,West
18933,East
18934,South
18935,West
18936,South
18937,South
18938,North
18939,South
18940,North
18941,South
18942,North
18943,South
18944,West
18945,East
18946,East
18947,East
18948,East
18949,West
18950,East
18951,South
18952,East
18953,West
18954,South
18955,West
18956,East
18957,North
18958,North
18959,West
18960,East
18961,West
18962,West
18963,East
18964,North
18965,North
18966,North
18967,North
18968,West
18969,North
18970,East
18971,South
18972,West
18973,North
18974,North
18975,South
18976,South
18977,South
18978,West
18979,South
18980,East
18981,East
18982,South
18983,North
18984,North
18985,East
18986,South
18987,West
18988,West
18989,East
18990,East
18991,West
18992,South
18993,South
18994,West
18995,West
18996,North
18997,West
18998,West
18999,East
19000,East
19001,North
19002,South
19003,North
19004,East
19005,West
19006,West
19007,East
19008,West
19009,West
19010,South
19011,East
19012,North
19013,East
19014,North
19015,East
19016,South
19017,South
19018,East
19019,West
19020,West
19021,North
19022,West
19023,South
19024,North
19025,West
19026,South
19027,South
19028,North
19029,East
19030,South
19031,North
19032,North
19033,West
19034,South
19035,East
19036,West
19037,South
19038,East
19039,South
19040,West
19041,North
19042,East
19043,West
19044,West
19045,North
19046,West
19047,East
19048,North
19049,West
19050,South
19051,East
19052,North
19053,North
19054,North
19055,East
19056,South
19057,South
19058,East
19059,West
19060,South
19061,North
19062,North
19063,West
19064,North
19065,South
19066,East
19067,North
19068,East
19069,North
19070,West
19071,West
19072,West
19073,East
19074,North
19075,South
19076,South
19077,East
19078,North
19079,West
19080,North
19081,South
19082,West
19083,East
19084,North
19085,North
19086,East
19087,West
19088,East
19089,North
19090,South
19091,South
19092,South
19093,North
19094,South
19095,South
19096,South
19097,West
19098,South
19099,West
19100,West
19101,North
19102,East
19103,East
19104,North
19105,West
19106,West
19107,North
19108,South
19109,North
19110,South
19111,West
19112,South
19113,East
19114,North
19115,South
19116,West
19117,East
19118,South
19119,South
19120,East
19121,West
19122,East
19123,South
19124,North
19125,East
19126,East
19127,North
19128,South
19129,East
19130,North
19131,South
19132,South
19133,South
19134,East
19135,West
19136,West
19137,West
19138,North
19139,East
19140,East
19141,East
19142,South
19143,West
19144,North
19145,East
19146,East
19147,East
19148,East
19149,North
19150,South
19151,North
19152,South
19153,East
19154,West
19155,East
19156,South
19157,East
19158,North
19159,West
19160,East
19161,South
19162,North
19163,North
19164,North
19165,West
19166,East
19167,North
19168,East
19169,South
19170,South
19171,South
19172,South
19173,East
19174,East
19175,North
19176,South
19177,West
19178,North
19179,East
19180,North
19181,East
19182,North
19183,North
19184,West
19185,South
19186,West
19187,West
19188,West
19189,West
19190,East
19191,South
19192,West
19193,East
19194,West
19195,North
19196,North
19197,West
19198,East
19199,North
19200,South
19201,North
19202,West
19203,South
19204,North
19205,East
19206,West
19207,West
19208,East
19209,South
19210,South
19211,South
19212,South
19213,North
19214,North
19215,South
19216,South
19217,North
19218,South
19219,West
19220,South
19221,East
19222,South
19223,North
19224,East
19225,South
19226,North
19227,South
19228,South
19229,West
19230,South
19231,South
19232,West
19233,North
19234,North
19235,North
19236,West
19237,North
19238,East
19239,West
19240,North
19241,South
19242,North
19243,North
19244,North
19245,North
19246,North
19247,East
19248,South
19249,East
19250,South
19251,North
19252,East
19253,West
19254,North
19255,West
19256,South
19257,East
19258,East
19259,East
19260,North
19261,South
19262,North
19263,North
19264,West
19265,West
19266,West
19267,South
19268,West
19269,North
19270,West
19271,South
19272,East
19273,North
19274,North
19275,North
19276,North
19277,North
19278,West
19279,North
19280,West
19281,South
19282,West
19283,North
19284,South
19285,East
19286,North
19287,North
19288,South
19289,East
19290,East
19291,North
19292,South
19293,East
19294,South
19295,West
19296,South
19297,North
19298,North
19299,South
19300,East
19301,North
19302,South
19303,South
19304,North
19305,North
19306,South
19307,South
19308,South
19309,South
19310,North
19311,North
19312,South
19313,North
19314,East
19315,North
19316,North
19317,South
19318,West
19319,North
19320,East
19321,South
19322,North
19323,East
19324,North
19325,West
19326,North
19327,South
19328,North
19329,West
19330,East
19331,South
19332,East
19333,South
19334,North
19335,East
19336,South
19337,East
19338,North
19339,East
19340,North
19341,West
19342,West
19343,North
19344,North
19345,West
19346,South
19347,West
19348,North
19349,South
19350,North
19351,North
19352,East
19353,South
19354,East
19355,North
19356,North
19357,East
19358,South
19359,East
19360,East
19361,East
19362,South
19363,South
19364,South
19365,South
19366,East
19367,East
19368,North
19369,East
19370,West
19371,North
19372,North
19373,North
19374,East
19375,West
19376,North
19377,West
19378,North
19379,South
19380,South
19381,North
19382,North
19383,North
19384,South
19385,West
19386,West
19387,South
19388,West
19389,North
19390,South
19391,East
19392,East
19393,East
19394,South
19395,East
19396,West
19397,South
19398,East
19399,North
19400,North
19401,South
19402,West
19403,North
19404,South
19405,South
19406,West
19407,East
19408,West
19409,North
19410,North
19411,South
19412,North
19413,North
19414,North
19415,North
19416,South
19417,South
19418,East
19419,South
19420,West
19421,North
19422,East
19423,West
19424,South
19425,East
19426,West
19427,West
19428,South
19429,North
19430,West
19431,South
19432,South
19433,West
19434,West
19435,East
19436,East
19437,North
19438,South
19439,East
19440,West
19441,South
19442,West
19443,West
19444,North
19445,West
19446,East
19447,West
19448,North
19449,West
19450,West
19451,North
19452,West
19453,South
19454,North
19455,West
19456,West
19457,West
19458,West
19459,West
19460,North
19461,North
19462,South
19463,East
19464,North
19465,North
19466,South
19467,South
19468,South
19469,South
19470,North
19471,South
19472,East
19473,East
19474,South
19475,North
19476,South
19477,West
19478,North
19479,East
19480,East
19481,West
19482,East
19483,North
19484,North
19485,West
19486,South
19487,North
19488,North
19489,North
19490,South
19491,West
19492,East
19493,South
19494,South
19495,South
19496,North
19497,East
19498,South
19499,West
19500,South
19501,West
19502,West
19503,West
19504,North
19505,North
19506,West
19507,East
19508,East
19509,South
19510,North
19511,West
19512,West
19513,West
19514,North
19515,South
19516,West
19517,North
19518,North
19519,West
19520,South
19521,East
19522,West
19523,North
19524,East
19525,North
19526,North
19527,South
19528,East
19529,West
19530,West
19531,West
19532,West
19533,South
19534,East
19535,East
19536,South
19537,South
19538,West
19539,North
19540,East
19541,East
19542,South
19543,North
19544,West
19545,West
19546,North
19547,South
19548,South
19549,West
19550,West
19551,West
19552,West
19553,North
19554,West
19555,North
19556,South
19557,South
19558,West
19559,East
19560,West
19561,North
19562,South
19563,East
19564,East
19565,West
19566,East
19567,North
19568,North
19569,East
19570,West
19571,North
19572,South
19573,East
19574,West
19575,North
19576,North
19577,West
19578,East
19579,North
19580,West
19581,South
19582,North
19583,South
19584,West
19585,West
19586,North
19587,West
19588,East
19589,East
19590,North
19591,West
19592,West
19593,East
19594,South
19595,East
19596,West
19597,South
19598,South
19599,East
19600,South
19601,South
19602,East
19603,West
19604,North
19605,West
19606,North
19607,South
19608,East
19609,South
19610,North
19611,West
19612,South
19613,North
19614,West
19615,South
19616,South
19617,East
19618,South
19619,East
19620,North
19621,East
19622,South
19623,West
19624,South
19625,North
19626,East
19627,West
19628,South
19629,North
19630,West
19631,East
19632,South
19633,South
19634,West
19635,East
19636,North
19637,East
19638,South
19639,North
19640,West
19641,North
19642,West
19643,East
19644,North
19645,East
19646,West
19647,East
19648,North
19649,East
19650,North
19651,West
19652,West
19653,West
19654,South
19655,East
19656,West
19657,North
19658,South
19659,East
19660,East
19661,East
19662,South
19663,West
19664,North
19665,South
19666,West
19667,West
19668,North
19669,East
19670,North
19671,East
19672,West
19673,East
19674,South
19675,North
19676,East
19677,East
19678,North
19679,West
19680,South
19681,East
19682,West
19683,North
19684,West
19685,East
19686,East
19687,South
19688,East
19689,West
19690,East
19691,East
19692,East
19693,West
19694,West
19695,North
19696,West
19697,South
19698,East
19699,East
19700,North
19701,West
19702,East
19703,West
19704,North
19705,East
19706,North
19707,South
19708,East
19709,North
19710,West
19711,West
19712,North
19713,East
19714,North
19715,West
19716,South
19717,South
19718,East
19719,South
19720,North
19721,West
19722,East
19723,West
19724,East
19725,North
19726,East
19727,South
19728,East
19729,East
19730,East
19731,East
19732,West
19733,North
19734,South
19735,East
19736,West
19737,East
19738,East
19739,East
19740,North
19741,North
19742,West
19743,West
19744,South
19745,East
19746,North
19747,South
19748,South
19749,East
19750,North
19751,South
19752,North
19753,South
19754,West
19755,South
19756,South
19757,East
19758,East
19759,West
19760,West
19761,North
19762,East
19763,West
19764,East
19765,South
19766,North
19767,West
19768,East
19769,North
19770,South
19771,South
19772,South
19773,East
19774,East
19775,West
19776,North
19777,East
19778,North
19779,West
19780,West
19781,South
19782,North
19783,West
19784,South
19785,West
19786,North
19787,West
19788,South
19789,North
19790,South
19791,West
19792,West
19793,North
19794,North
19795,West
19796,South
19797,North
19798,West
19799,South
19800,North
19801,East
19802,East
19803,East
19804,West
19805,West
19806,West
19807,West
19808,North
19809,East
19810,North
19811,West
19812,North
19813,East
19814,South
19815,South
19816,West
19817,West
19818,West
19819,North
19820,South
19821,East
19822,East
19823,East
19824,East
19825,East
19826,South
19827,North
19828,East
19829,South
19830,West
19831,South
19832,West
19833,East
19834,South
19835,North
19836,South
19837,North
19838,East
19839,South
19840,South
19841,East
19842,North
19843,West
19844,North
19845,North
19846,South
19847,West
19848,East
19849,North
19850,South
19851,South
19852,South
19853,West
19854,North
19855,South
19856,South
19857,South
19858,North
19859,North
19860,South
19861,South
19862,North
19863,West
19864,South
19865,North
19866,East
19867,South
19868,South
19869,West
19870,East
19871,West
19872,East
19873,West
19874,North
19875,North
19876,North
19877,West
19878,North
19879,East
19880,West
19881,North
19882,East
19883,East
19884,South
19885,South
19886,South
19887,West
19888,South
19889,South
19890,West
19891,East
19892,West
19893,North
19894,North
19895,South
19896,West
19897,North
19898,North
19899,North
19900,West
19901,South
19902,North
19903,North
19904,South
19905,South
19906,South
19907,West
19908,North
19909,North
19910,East
19911,North
19912,South
19913,South
19914,South
19915,South
19916,West
19917,North
19918,South
19919,West
19920,West
19921,North
19922,East
19923,South
19924,South
19925,West
19926,South
19927,East
19928,East
19929,North
19930,North
19931,West
19932,East
19933,East
19934,West
19935,West
19936,West
19937,South
19938,North
19939,South
19940,West
19941,North
19942,West
19943,South
19944,West
19945,South
19946,North
19947,East
19948,South
19949,South
19950,South
19951,South
19952,West
19953,West
19954,South
19955,East
19956,North
19957,East
19958,East
19959,South
19960,East
19961,West
19962,West
19963,West
19964,East
19965,North
19966,West
19967,South
19968,North
19969,East
19970,West
19971,North
19972,East
19973,East
19974,South
19975,East
19976,North
19977,West
19978,South
19979,West
19980,West
19981,North
19982,East
19983,North
19984,North
19985,South
19986,East
19987,East
19988,West
19989,West
19990,North
19991,South
19992,South
19993,West
19994,West
19995,South
19996,West
19997,South
19998,South
19999,West
20000,East
20001,East
20002,East
20003,East
20004,North
20005,West
20006,East
20007,North
20008,West
20009,East
20010,North
20011,East
20012,South
20013,West
20014,West
20015,South
20016,South
20017,South
20018,North
20019,East
20020,North
20021,East
20022,East
20023,South
20024,East
20025,North
20026,East
20027,East
20028,West
20029,East
20030,North
20031,East
20032,East
20033,South
20034,South
20035,West
20036,East
20037,West
20038,North
20039,East
20040,West
20041,South
20042,South
20043,West
20044,East
20045,South
20046,West
20047,East
20048,South
20049,West
20050,East
20051,South
20052,East
20053,North
20054,West
20055,North
20056,South
20057,West
20058,South
20059,North
20060,South
20061,North
20062,North
20063,East
20064,North
20065,East
20066,North
20067,North
20068,North
20069,West
20070,South
20071,West
20072,East
20073,South
20074,South
20075,South
20076,South
20077,South
20078,South
20079,North
20080,West
20081,West
20082,South
20083,East
20084,East
20085,West
20086,West
20087,East
20088,South
20089,West
20090,North
20091,South
20092,South
20093,West
20094,West
20095,North
20096,North
20097,East
20098,South
20099,East
20100,East
20101,South
20102,North
20103,South
20104,East
20105,North
20106,North
20107,East
20108,East
20109,South
20110,East
20111,West
20112,North
20113,West
20114,South
20115,North
20116,North
20117,West
20118,North
20119,West
20120,East
20121,South
20122,West
20123,South
20124,North
20125,South
20126,North
20127,West
20128,West
20129,West
20130,East
20131,South
20132,West
20133,South
20134,South
20135,West
20136,South
20137,East
20138,North
20139,North
20140,North
20141,North
20142,North
20143,South
20144,West
20145,South
20146,West
20147,West
20148,West
20149,North
20150,South
20151,West
20152,South
20153,East
20154,West
20155,East
20156,North
20157,East
20158,East
20159,North
20160,West
20161,South
20162,East
20163,North
20164,West
20165,West
20166,South
20167,North
20168,East
20169,East
20170,South
20171,East
20172,West
20173,South
20174,North
20175,South
20176,West
20177,South
20178,North
20179,East
20180,North
20181,West
20182,West
20183,South
20184,North
20185,East
20186,South
20187,East
20188,South
20189,South
20190,East
20191,South
20192,East
20193,South
20194,West
20195,North
20196,East
20197,West
20198,South
20199,West
20200,West
20201,North
20202,North
20203,South
20204,South
20205,North
20206,North
20207,South
20208,East
20209,North
20210,East
20211,West
20212,South
20213,East
20214,East
20215,South
20216,South
20217,West
20218,West
20219,North
20220,South
20221,East
20222,East
20223,South
20224,South
20225,West
20226,South
20227,North
20228,West
20229,West
20230,East
20231,North
20232,North
20233,West
20234,North
20235,West
20236,West
20237,South
20238,West
20239,East
20240,East
20241,North
20242,West
20243,West
20244,North
20245,South
20246,East
20247,East
20248,East
20249,East
20250,North
20251,South
20252,South
20253,South
20254,East
20255,West
20256,North
20257,North
20258,East
20259,South
20260,East
20261,South
20262,North
20263,South
20264,West
20265,North
20266,West
20267,North
20268,North
20269,East
20270,North
20271,West
20272,East
20273,East
20274,South
20275,South
20276,North
20277,South
20278,East
20279,West
20280,North
20281,East
20282,North
20283,North
20284,South
20285,North
20286,West
20287,East
20288,South
20289,South
20290,West
20291,South
20292,North
20293,North
20294,North
20295,East
20296,North
20297,North
20298,South
20299,South
20300,East
20301,West
20302,West
20303,East
20304,North
20305,East
20306,South
20307,West
20308,North
20309,West
20310,West
20311,North
20312,South
20313,North
20314,East
20315,East
20316,North
20317,North
20318,South
20319,East
