CUSTID,MONTH,YEAR,BUSINESS,NSV
18102,10,2014,CAKES,48267
18102,11,2014,CAKES,42745
18102,12,2014,ICECREAM,9473
18104,5,2014,CHOCOLATES,25426
18104,5,2014,CAKES,11065
18104,6,2014,CAKES,11089
18105,6,2014,ICECREAM,26669
18105,9,2014,ICECREAM,23333
18106,6,2014,CHOCOLATES,13515
18106,9,2014,CAKES,8055
18106,10,2014,ICECREAM,7527
18106,11,2014,ICECREAM,17855
18107,3,2014,CHOCOLATES,22945
18108,11,2014,CHOCOLATES,2657
18109,3,2014,CAKES,8653
18109,6,2014,CHOCOLATES,51887
18109,10,2014,CAKES,20353
18110,12,2014,CHOCOLATES,7980
18111,3,2014,CAKES,16866
18111,9,2014,CHOCOLATES,10599
18112,3,2014,ICECREAM,5173
18112,8,2014,CAKES,255
18112,9,2014,ICECREAM,2502
18113,3,2014,CHOCOLATES,62598
18113,8,2014,CHOCOLATES,33531
18114,6,2014,CAKES,18370
18115,9,2014,CHOCOLATES,5857
18116,4,2014,CAKES,2262
18116,4,2014,CAKES,33199
18116,5,2014,CAKES,46020
18116,8,2014,CHOCOLATES,6369
18116,8,2014,CHOCOLATES,4343
18116,12,2014,CHOCOLATES,42137
18117,6,2014,CAKES,7789
18117,7,2014,CAKES,30285
18118,4,2014,CHOCOLATES,21738
18118,5,2014,ICECREAM,45477
18118,11,2014,CHOCOLATES,3525
18119,1,2014,CHOCOLATES,9285
18119,3,2014,CAKES,50979
18119,4,2014,CAKES,2557
18119,7,2014,CHOCOLATES,14779
18119,11,2014,CAKES,15350
18120,11,2014,CHOCOLATES,15984
18121,4,2014,ICECREAM,5460
18121,7,2014,CAKES,50647
18121,8,2014,CHOCOLATES,23067
18122,1,2014,CHOCOLATES,4851
18122,6,2014,ICECREAM,19780
18122,11,2014,CHOCOLATES,15446
18122,11,2014,CAKES,32464
18122,12,2014,CAKES,10192
18124,2,2014,CHOCOLATES,18396
18124,4,2014,CHOCOLATES,37881
18124,9,2014,ICECREAM,11350
18125,4,2014,CHOCOLATES,17127
18126,1,2014,CHOCOLATES,35153
18126,8,2014,CAKES,6279
18126,9,2014,CAKES,8043
18126,12,2014,CHOCOLATES,6311
18127,4,2014,CHOCOLATES,24864
18127,11,2014,CAKES,8170
18128,1,2014,CHOCOLATES,14960
18128,4,2014,CAKES,18567
18128,6,2014,CHOCOLATES,25287
18128,10,2014,CAKES,10949
18128,10,2014,CHOCOLATES,4778
18128,11,2014,CHOCOLATES,3608
18129,3,2014,CHOCOLATES,8791
18129,3,2014,CAKES,36570
18130,1,2014,CAKES,4670
18130,5,2014,CHOCOLATES,7698
18130,9,2014,CAKES,11024
18131,1,2014,CHOCOLATES,6115
18131,3,2014,CHOCOLATES,27448
18131,9,2014,CAKES,4013
18131,11,2014,ICECREAM,8087
18132,1,2014,ICECREAM,5138
18132,3,2014,CHOCOLATES,11587
18132,6,2014,CAKES,6591
18132,7,2014,CHOCOLATES,19143
18132,7,2014,CAKES,31581
18132,8,2014,CHOCOLATES,7761
18133,8,2014,CHOCOLATES,4634
18133,9,2014,CHOCOLATES,1147
18133,10,2014,ICECREAM,7200
18134,4,2014,CAKES,33388
18134,8,2014,CHOCOLATES,92
18134,10,2014,ICECREAM,12419
18135,3,2014,CHOCOLATES,8927
18135,8,2014,CAKES,11399
18135,12,2014,CHOCOLATES,3499
18136,2,2014,CHOCOLATES,8916
18136,3,2014,ICECREAM,14449
18136,10,2014,CHOCOLATES,24000
18136,12,2014,ICECREAM,6571
18136,12,2014,CAKES,23446
18137,11,2014,CAKES,16658
18138,1,2014,CAKES,29568
18138,5,2014,CAKES,4870
18138,5,2014,CAKES,49362
18138,11,2014,CHOCOLATES,18563
18139,1,2014,ICECREAM,1853
18139,4,2014,CAKES,16591
18139,6,2014,CHOCOLATES,11709
18139,11,2014,CHOCOLATES,1969
18140,1,2014,CAKES,746
18140,2,2014,CAKES,30933
18140,9,2014,CHOCOLATES,47457
18141,1,2014,CHOCOLATES,11520
18141,2,2014,CHOCOLATES,38895
18141,8,2014,CHOCOLATES,20837
18141,10,2014,CHOCOLATES,49079
18142,5,2014,CHOCOLATES,35415
18143,8,2014,ICECREAM,12848
18143,12,2014,CAKES,3396
18144,3,2014,CAKES,47839
18144,6,2014,CHOCOLATES,27013
18144,6,2014,CHOCOLATES,282
18144,7,2014,CHOCOLATES,17143
18144,10,2014,ICECREAM,4569
18144,12,2014,ICECREAM,21085
18145,4,2014,CAKES,7055
18146,4,2014,CAKES,27452
18146,7,2014,CAKES,7114
18147,5,2014,CAKES,59045
18147,9,2014,CAKES,15166
18149,4,2014,CAKES,3550
18149,10,2014,CAKES,3724
18149,12,2014,CHOCOLATES,19407
18151,1,2014,CHOCOLATES,9480
18151,2,2014,CAKES,39281
18151,3,2014,CHOCOLATES,7183
18151,8,2014,CAKES,15549
18152,5,2014,ICECREAM,28464
18152,8,2014,CAKES,33446
18152,10,2014,CAKES,12722
18152,11,2014,CAKES,1074
18153,2,2014,CHOCOLATES,2079
18153,3,2014,CHOCOLATES,12693
18153,4,2014,ICECREAM,9396
18153,4,2014,CHOCOLATES,2738
18153,6,2014,CHOCOLATES,8049
18153,7,2014,CAKES,24136
18153,10,2014,CHOCOLATES,15506
18154,2,2014,CAKES,15025
18154,5,2014,CAKES,8984
18154,12,2014,ICECREAM,3311
18156,1,2014,ICECREAM,44570
18156,7,2014,CAKES,29322
18156,7,2014,CAKES,814
18156,9,2014,CHOCOLATES,22169
18156,10,2014,CAKES,3028
18156,10,2014,CHOCOLATES,12844
18157,6,2014,CAKES,60824
18157,8,2014,CAKES,18427
18158,4,2014,CAKES,2487
18158,6,2014,CHOCOLATES,3596
18158,7,2014,CHOCOLATES,25815
18158,9,2014,CHOCOLATES,30149
18158,11,2014,CHOCOLATES,16494
18158,12,2014,CAKES,1134
18160,1,2014,CHOCOLATES,5425
18160,2,2014,CHOCOLATES,22618
18161,4,2014,CHOCOLATES,31159
18161,9,2014,ICECREAM,8242
18161,10,2014,CAKES,8389
18162,3,2014,CAKES,5781
18162,5,2014,CHOCOLATES,15115
18162,8,2014,CHOCOLATES,6964
18163,7,2014,ICECREAM,30293
18163,8,2014,CAKES,21489
18164,2,2014,CHOCOLATES,29020
18164,3,2014,ICECREAM,6335
18164,12,2014,CHOCOLATES,35038
18164,12,2014,CAKES,15491
18165,3,2014,CHOCOLATES,16149
18165,6,2014,CAKES,12965
18165,10,2014,ICECREAM,7454
18165,11,2014,CHOCOLATES,10028
18165,11,2014,CAKES,15110
18166,2,2014,CHOCOLATES,10334
18166,3,2014,CHOCOLATES,39033
18166,3,2014,CAKES,147
18166,5,2014,CAKES,32506
18167,10,2014,ICECREAM,30015
18167,11,2014,CAKES,17383
18168,3,2014,CAKES,2002
18168,7,2014,CAKES,29868
18169,4,2014,ICECREAM,49839
18169,4,2014,ICECREAM,25748
18169,6,2014,ICECREAM,22952
18170,3,2014,ICECREAM,27896
18170,8,2014,CAKES,9913
18172,1,2014,CAKES,6545
18172,6,2014,ICECREAM,5774
18172,8,2014,ICECREAM,6461
18172,12,2014,CHOCOLATES,6571
18174,5,2014,CHOCOLATES,12891
18174,12,2014,ICECREAM,41710
18175,3,2014,CAKES,58181
18176,7,2014,CHOCOLATES,30023
18177,1,2014,CAKES,15031
18177,3,2014,CHOCOLATES,16382
18177,7,2014,CAKES,17472
18177,12,2014,CAKES,11167
18178,4,2014,CHOCOLATES,35200
18179,6,2014,ICECREAM,14165
18179,8,2014,CHOCOLATES,40205
18180,3,2014,CAKES,58635
18180,4,2014,CHOCOLATES,36726
18180,5,2014,CHOCOLATES,18223
18180,8,2014,ICECREAM,8604
18180,8,2014,CHOCOLATES,50303
18180,12,2014,ICECREAM,43952
18181,8,2014,CAKES,22014
18181,9,2014,CAKES,32381
18181,12,2014,CHOCOLATES,4369
18182,4,2014,CHOCOLATES,2408
18182,4,2014,CAKES,173
18182,12,2014,CAKES,8018
18183,3,2014,ICECREAM,3391
18183,9,2014,CAKES,32431
18183,10,2014,ICECREAM,26200
18183,10,2014,CHOCOLATES,1702
18184,3,2014,CAKES,17021
18185,1,2014,ICECREAM,32393
18185,3,2014,CAKES,15733
18185,4,2014,CHOCOLATES,23638
18185,5,2014,CHOCOLATES,26031
18185,11,2014,CAKES,304
18185,11,2014,CAKES,33688
18185,12,2014,CAKES,21430
18185,12,2014,CHOCOLATES,1079
18186,1,2014,CHOCOLATES,12643
18186,2,2014,CHOCOLATES,8202
18186,2,2014,CHOCOLATES,21470
18186,5,2014,CAKES,13130
18186,8,2014,CAKES,57954
18186,9,2014,CHOCOLATES,8489
18186,12,2014,CAKES,11498
18187,4,2014,ICECREAM,33858
18187,7,2014,CHOCOLATES,10791
18187,7,2014,CHOCOLATES,35497
18187,8,2014,CAKES,28401
18188,8,2014,CHOCOLATES,11753
18188,10,2014,CAKES,25190
18189,2,2014,CHOCOLATES,3978
18189,3,2014,CHOCOLATES,28181
18189,11,2014,ICECREAM,12815
18189,12,2014,ICECREAM,7884
18190,2,2014,CAKES,799
18190,6,2014,CHOCOLATES,11944
18190,6,2014,CAKES,4513
18191,2,2014,CHOCOLATES,22621
18191,6,2014,CHOCOLATES,7747
18191,8,2014,ICECREAM,14370
18192,3,2014,CHOCOLATES,17539
18192,5,2014,ICECREAM,43157
18192,7,2014,ICECREAM,4963
18192,12,2014,CAKES,4719
18194,12,2014,CHOCOLATES,5135
18195,1,2014,ICECREAM,3766
18195,3,2014,CAKES,1600
18195,4,2014,ICECREAM,16737
18195,7,2014,CAKES,30248
18196,1,2014,CHOCOLATES,12447
18197,6,2014,CAKES,54380
18197,9,2014,CHOCOLATES,9864
18197,11,2014,CHOCOLATES,8849
18197,12,2014,CAKES,31316
18198,1,2014,CHOCOLATES,13189
18198,5,2014,CHOCOLATES,11486
18198,7,2014,CAKES,360
18198,10,2014,CHOCOLATES,1451
18199,2,2014,CAKES,25997
18199,4,2014,ICECREAM,40123
18199,8,2014,CAKES,27214
18199,9,2014,CHOCOLATES,35799
18200,6,2014,CHOCOLATES,1669
18201,6,2014,CAKES,19485
18201,8,2014,CAKES,12276
18202,9,2014,CAKES,5513
18203,3,2014,CHOCOLATES,42447
18203,6,2014,ICECREAM,10107
18203,6,2014,CAKES,3157
18203,7,2014,ICECREAM,7175
18203,9,2014,CAKES,7986
18204,2,2014,CHOCOLATES,14603
18204,7,2014,CAKES,4505
18205,7,2014,CAKES,5041
18205,12,2014,CHOCOLATES,27222
18206,7,2014,ICECREAM,19336
18206,9,2014,CAKES,11457
18206,12,2014,ICECREAM,25376
18206,12,2014,CAKES,33950
18207,2,2014,CHOCOLATES,5595
18207,10,2014,ICECREAM,35557
18208,1,2014,ICECREAM,13325
18208,3,2014,ICECREAM,55159
18208,4,2014,ICECREAM,9416
18208,5,2014,CHOCOLATES,6909
18208,5,2014,CAKES,4478
18208,7,2014,CAKES,45917
18208,9,2014,CHOCOLATES,31712
18209,1,2014,CHOCOLATES,25459
18210,4,2014,CAKES,15455
18210,4,2014,CAKES,13683
18210,7,2014,CAKES,3303
18211,1,2014,CAKES,5089
18211,1,2014,CHOCOLATES,1785
18211,7,2014,CAKES,31255
18211,8,2014,CHOCOLATES,5820
18212,6,2014,CHOCOLATES,6402
18212,12,2014,CAKES,20235
18213,2,2014,CHOCOLATES,45394
18214,1,2014,CAKES,35918
18214,4,2014,CAKES,7540
18214,12,2014,CAKES,6330
18215,6,2014,CHOCOLATES,22468
18215,9,2014,CAKES,414
18217,1,2014,CAKES,26004
18217,1,2014,CHOCOLATES,4738
18217,11,2014,CHOCOLATES,34848
18217,11,2014,CHOCOLATES,33048
18217,12,2014,ICECREAM,13989
18218,4,2014,CAKES,18789
18218,9,2014,CAKES,9245
18219,1,2014,CHOCOLATES,10865
18219,4,2014,CHOCOLATES,54703
18219,11,2014,ICECREAM,22863
18219,11,2014,ICECREAM,7380
18219,11,2014,CAKES,36713
18220,4,2014,CHOCOLATES,36081
18221,1,2014,CHOCOLATES,24956
18221,4,2014,CAKES,31849
18221,11,2014,CHOCOLATES,6744
18221,11,2014,CAKES,25687
18222,5,2014,CAKES,4021
18222,7,2014,ICECREAM,66018
18222,9,2014,CHOCOLATES,8214
18222,9,2014,CAKES,37261
18223,4,2014,CHOCOLATES,58598
18223,9,2014,CAKES,27103
18224,4,2014,ICECREAM,7005
18226,1,2014,ICECREAM,14014
18226,8,2014,CHOCOLATES,16347
18226,11,2014,ICECREAM,4959
18227,5,2014,CHOCOLATES,2753
18227,5,2014,CHOCOLATES,17348
18227,8,2014,CAKES,8316
18227,10,2014,CHOCOLATES,9650
18228,9,2014,CAKES,18678
18228,11,2014,CHOCOLATES,38876
18229,5,2014,CHOCOLATES,55175
18229,5,2014,CAKES,21511
18229,9,2014,ICECREAM,38237
18230,1,2014,CAKES,13499
18230,3,2014,CHOCOLATES,7425
18230,8,2014,CAKES,258
18230,10,2014,CAKES,2221
18231,2,2014,ICECREAM,49303
18231,7,2014,CAKES,8415
18231,8,2014,ICECREAM,6460
18231,9,2014,CHOCOLATES,1059
18232,3,2014,CHOCOLATES,6552
18232,5,2014,ICECREAM,21074
18232,8,2014,CHOCOLATES,32430
18233,1,2014,CAKES,38451
18233,4,2014,CAKES,3512
18233,5,2014,CAKES,11399
18233,8,2014,ICECREAM,26532
18233,10,2014,ICECREAM,16309
18233,10,2014,CHOCOLATES,31016
18233,11,2014,ICECREAM,39992
18234,3,2014,CHOCOLATES,30419
18234,6,2014,ICECREAM,8433
18235,9,2014,CAKES,20105
18235,11,2014,ICECREAM,50416
18236,2,2014,CHOCOLATES,20418
18236,12,2014,CHOCOLATES,53835
18236,12,2014,CHOCOLATES,16123
18237,6,2014,CHOCOLATES,13341
18237,6,2014,CHOCOLATES,5965
18237,7,2014,ICECREAM,45927
18238,9,2014,CHOCOLATES,4050
18239,3,2014,CHOCOLATES,23826
18239,5,2014,CAKES,30020
18240,1,2014,CHOCOLATES,48841
18240,2,2014,CHOCOLATES,19243
18240,6,2014,CHOCOLATES,13932
18241,7,2014,ICECREAM,51012
18241,11,2014,CHOCOLATES,2453
18241,11,2014,CHOCOLATES,4143
18242,3,2014,ICECREAM,10450
18242,5,2014,CHOCOLATES,2267
18242,11,2014,CAKES,57983
18243,9,2014,CHOCOLATES,5244
18243,10,2014,CHOCOLATES,18182
18244,4,2014,CHOCOLATES,3697
18244,4,2014,CAKES,62468
18244,5,2014,CHOCOLATES,8292
18244,9,2014,CHOCOLATES,40930
18245,3,2014,CAKES,14941
18245,9,2014,ICECREAM,21832
18245,11,2014,ICECREAM,20288
18245,11,2014,ICECREAM,2268
18246,4,2014,CAKES,25828
18246,8,2014,CAKES,20117
18247,1,2014,CHOCOLATES,3207
18247,3,2014,CHOCOLATES,31418
18247,5,2014,CHOCOLATES,35435
18247,12,2014,ICECREAM,31822
18248,4,2014,CAKES,589
18248,6,2014,CAKES,35911
18248,8,2014,CHOCOLATES,19421
18248,9,2014,CAKES,38524
18248,11,2014,ICECREAM,17530
18248,12,2014,ICECREAM,14705
18249,10,2014,ICECREAM,16739
18250,2,2014,CHOCOLATES,5869
18250,5,2014,CHOCOLATES,54268
18250,5,2014,CAKES,39870
18250,9,2014,CAKES,14954
18250,11,2014,CHOCOLATES,1807
18250,12,2014,CHOCOLATES,185
18251,1,2014,ICECREAM,1789
18251,10,2014,ICECREAM,1017
18252,7,2014,CAKES,7550
18252,8,2014,CAKES,3064
18253,5,2014,CAKES,11032
18253,7,2014,CAKES,48530
18253,8,2014,ICECREAM,27249
18253,8,2014,CHOCOLATES,6318
18254,1,2014,CHOCOLATES,65811
18254,2,2014,CAKES,2159
18254,8,2014,CAKES,8842
18255,5,2014,CAKES,54301
18255,6,2014,CHOCOLATES,9884
18255,7,2014,CHOCOLATES,3084
18255,8,2014,CAKES,37287
18255,11,2014,ICECREAM,9431
18256,5,2014,CAKES,19907
18256,12,2014,CHOCOLATES,14248
18257,2,2014,CAKES,25409
18257,6,2014,CHOCOLATES,4384
18258,1,2014,CHOCOLATES,34284
18258,7,2014,CHOCOLATES,10196
18258,10,2014,CAKES,24928
18258,12,2014,ICECREAM,30463
18260,1,2014,CHOCOLATES,6018
18260,7,2014,ICECREAM,16477
18260,10,2014,CAKES,9729
18260,12,2014,CHOCOLATES,13956
18261,4,2014,CAKES,6754
18261,6,2014,ICECREAM,9843
18262,7,2014,CAKES,8345
18263,1,2014,ICECREAM,32800
18263,4,2014,CAKES,36285
18263,11,2014,CAKES,31810
18263,12,2014,CAKES,12082
18264,3,2014,CHOCOLATES,27051
18264,9,2014,ICECREAM,5459
18264,9,2014,CAKES,32610
18265,1,2014,CHOCOLATES,57273
18266,3,2014,CAKES,33404
18266,4,2014,ICECREAM,3353
18266,6,2014,CHOCOLATES,48552
18266,6,2014,CHOCOLATES,15946
18266,8,2014,CHOCOLATES,21592
18266,9,2014,CHOCOLATES,35793
18266,11,2014,CHOCOLATES,15049
18267,1,2014,CHOCOLATES,1078
18267,8,2014,CHOCOLATES,11988
18268,1,2014,CHOCOLATES,5189
18268,5,2014,CHOCOLATES,46312
18268,5,2014,CAKES,47127
18268,7,2014,ICECREAM,4664
18268,10,2014,CHOCOLATES,9657
18269,12,2014,ICECREAM,8502
18269,12,2014,CAKES,10330
18269,12,2014,CAKES,11916
18270,1,2014,CAKES,17001
18270,6,2014,CAKES,5713
18270,8,2014,CHOCOLATES,15469
18270,10,2014,ICECREAM,18393
18271,11,2014,CHOCOLATES,2105
18272,4,2014,CHOCOLATES,671
18272,11,2014,CHOCOLATES,28305
18273,3,2014,CAKES,7623
18273,3,2014,CHOCOLATES,27243
18273,4,2014,ICECREAM,17247
18274,7,2014,CAKES,55733
18274,11,2014,CHOCOLATES,15235
18275,1,2014,CHOCOLATES,49202
18275,2,2014,ICECREAM,22775
18275,6,2014,ICECREAM,6925
18277,1,2014,CHOCOLATES,12039
18277,7,2014,ICECREAM,21198
18277,7,2014,CHOCOLATES,23649
18279,4,2014,CHOCOLATES,11815
18279,7,2014,CHOCOLATES,2416
18280,5,2014,CHOCOLATES,17789
18280,6,2014,CAKES,16079
18281,6,2014,CHOCOLATES,47805
18281,9,2014,CHOCOLATES,20869
18281,12,2014,ICECREAM,5572
18281,12,2014,ICECREAM,9448
18282,3,2014,CHOCOLATES,30318
18282,6,2014,CHOCOLATES,4635
18284,2,2014,CAKES,17239
18284,2,2014,CAKES,3295
18284,4,2014,ICECREAM,27994
18284,8,2014,CHOCOLATES,2176
18284,11,2014,CHOCOLATES,1862
18284,11,2014,CAKES,26879
18285,8,2014,CHOCOLATES,5888
18285,11,2014,CHOCOLATES,20331
18285,11,2014,CAKES,53956
18286,3,2014,CHOCOLATES,2591
18286,4,2014,CHOCOLATES,18217
18286,6,2014,CHOCOLATES,13840
18286,8,2014,ICECREAM,3135
18286,10,2014,CHOCOLATES,10126
18286,12,2014,CHOCOLATES,17148
18287,1,2014,CHOCOLATES,16246
18287,3,2014,ICECREAM,7085
18287,5,2014,CHOCOLATES,24419
18288,2,2014,ICECREAM,12690
18288,7,2014,CHOCOLATES,8075
18289,2,2014,CHOCOLATES,23106
18289,3,2014,CHOCOLATES,18875
18290,12,2014,CHOCOLATES,54365
18290,12,2014,CAKES,5540
18291,2,2014,CAKES,35417
18291,5,2014,CHOCOLATES,17518
18291,6,2014,CHOCOLATES,9119
18291,10,2014,CHOCOLATES,33502
18292,5,2014,CAKES,18822
18292,8,2014,CAKES,20256
18292,10,2014,CHOCOLATES,3865
18294,5,2014,CAKES,751
18295,6,2014,CAKES,1673
18295,9,2014,CAKES,29136
18296,1,2014,CHOCOLATES,13478
18296,2,2014,ICECREAM,25710
18296,3,2014,CAKES,32268
18298,2,2014,ICECREAM,36337
18298,7,2014,CAKES,524
18299,2,2014,CHOCOLATES,16417
18299,3,2014,CAKES,12376
18299,6,2014,CAKES,21793
18299,8,2014,CAKES,35590
18299,12,2014,CAKES,5614
18301,1,2014,ICECREAM,7999
18301,3,2014,ICECREAM,3901
18301,3,2014,ICECREAM,1398
18302,5,2014,CHOCOLATES,34970
18302,8,2014,CAKES,23677
18302,12,2014,CHOCOLATES,770
18303,3,2014,CHOCOLATES,16544
18303,11,2014,CHOCOLATES,40763
18303,12,2014,CHOCOLATES,39390
18304,11,2014,CAKES,408
18304,11,2014,CHOCOLATES,23940
18304,12,2014,CHOCOLATES,11961
18305,3,2014,ICECREAM,14932
18306,2,2014,CAKES,22418
18306,5,2014,CAKES,42740
18306,10,2014,CAKES,42271
18307,6,2014,ICECREAM,8005
18307,12,2014,CAKES,11915
18308,4,2014,CHOCOLATES,22128
18308,7,2014,CHOCOLATES,2214
18308,9,2014,CHOCOLATES,36428
18308,9,2014,CAKES,844
18309,1,2014,CHOCOLATES,29148
18309,1,2014,CHOCOLATES,12375
18309,12,2014,CAKES,5469
18310,2,2014,CAKES,1745
18310,3,2014,CAKES,19882
18310,8,2014,CHOCOLATES,3606
18313,7,2014,CHOCOLATES,8482
18313,11,2014,CAKES,4412
18314,6,2014,CHOCOLATES,38906
18315,2,2014,CAKES,10419
18315,10,2014,CHOCOLATES,8005
18316,9,2014,CHOCOLATES,2973
18317,1,2014,CAKES,28598
18317,2,2014,ICECREAM,13107
18317,6,2014,ICECREAM,24054
18318,1,2014,ICECREAM,19564
18318,1,2014,CAKES,51934
18318,2,2014,CHOCOLATES,1281
18318,7,2014,CHOCOLATES,39957
18318,8,2014,ICECREAM,8749
18319,3,2014,CHOCOLATES,26084
18319,4,2014,CHOCOLATES,6570
18319,8,2014,CAKES,71438
18320,1,2014,ICECREAM,26966
18320,1,2014,CHOCOLATES,36871
18320,9,2014,CAKES,6180
18320,11,2014,CHOCOLATES,6937
18322,1,2014,CAKES,58712
18322,3,2014,ICECREAM,62319
18322,3,2014,CAKES,5350
18322,5,2014,CAKES,18652
18322,11,2014,ICECREAM,22340
18323,6,2014,CAKES,21947
18323,12,2014,CAKES,713
18324,7,2014,CAKES,9939
18325,5,2014,CHOCOLATES,3528
18325,7,2014,CAKES,3069
18326,3,2014,CHOCOLATES,6729
18326,4,2014,CHOCOLATES,17273
18326,7,2014,CAKES,52534
18326,7,2014,CHOCOLATES,41759
18327,1,2014,CAKES,42169
18328,1,2014,CHOCOLATES,46576
18328,3,2014,CHOCOLATES,11894
18328,5,2014,CAKES,26414
18329,12,2014,CAKES,15391
18330,6,2014,CAKES,21054
18330,8,2014,CHOCOLATES,22868
18330,11,2014,ICECREAM,12897
18331,5,2014,CHOCOLATES,1152
18331,9,2014,CHOCOLATES,2108
18331,11,2014,CHOCOLATES,2443
18332,2,2014,CHOCOLATES,25555
18332,6,2014,CAKES,33954
18332,8,2014,CHOCOLATES,12258
18332,9,2014,CHOCOLATES,12378
18332,12,2014,ICECREAM,22020
18332,12,2014,CAKES,48516
18334,6,2014,CAKES,8648
18334,11,2014,CHOCOLATES,3600
18335,9,2014,CAKES,57348
18335,10,2014,CHOCOLATES,32021
18335,11,2014,CAKES,21513
18336,11,2014,CHOCOLATES,11486
18337,9,2014,CHOCOLATES,7366
18338,4,2014,CHOCOLATES,7122
18338,5,2014,CAKES,7039
18338,9,2014,ICECREAM,52174
18338,9,2014,CHOCOLATES,34524
18338,9,2014,CAKES,16910
18338,12,2014,CAKES,189
18339,5,2014,CAKES,53827
18339,8,2014,CHOCOLATES,22466
18339,10,2014,ICECREAM,33688
18340,5,2014,CHOCOLATES,10660
18341,5,2014,ICECREAM,28121
18341,5,2014,CHOCOLATES,41369
18341,6,2014,CAKES,39739
18341,10,2014,CAKES,31204
18341,12,2014,ICECREAM,5895
18342,5,2014,CHOCOLATES,33580
18342,9,2014,CHOCOLATES,297
18342,10,2014,CAKES,66596
18343,2,2014,CAKES,25878
18343,7,2014,CAKES,19864
18344,4,2014,CAKES,9943
18344,11,2014,CHOCOLATES,57619
18345,4,2014,CHOCOLATES,8435
18345,11,2014,CAKES,25689
18346,8,2014,ICECREAM,1533
18346,10,2014,CAKES,1870
18346,12,2014,CHOCOLATES,11071
18348,1,2014,CAKES,20333
18348,4,2014,ICECREAM,382
18348,4,2014,CHOCOLATES,1566
18348,9,2014,CHOCOLATES,3338
18350,8,2014,ICECREAM,8113
18350,8,2014,CAKES,36824
18351,3,2014,ICECREAM,43936
18351,8,2014,CHOCOLATES,246
18351,12,2014,ICECREAM,17711
18352,4,2014,CHOCOLATES,52101
18352,7,2014,CHOCOLATES,16708
18352,8,2014,CAKES,10450
18353,6,2014,CHOCOLATES,25304
18353,9,2014,ICECREAM,2784
18353,9,2014,CAKES,6359
18353,10,2014,CAKES,19727
18353,12,2014,CHOCOLATES,50846
18354,1,2014,ICECREAM,7671
18354,4,2014,ICECREAM,39902
18354,4,2014,CHOCOLATES,11375
18354,10,2014,CAKES,29919
18355,2,2014,ICECREAM,25702
18355,6,2014,CHOCOLATES,11572
18355,12,2014,CHOCOLATES,18854
18356,1,2014,CAKES,360
18356,2,2014,CHOCOLATES,8947
18356,7,2014,CHOCOLATES,6020
18356,9,2014,ICECREAM,1524
18357,7,2014,CAKES,16581
18357,8,2014,CAKES,17864
18357,9,2014,CAKES,29698
18358,6,2014,CHOCOLATES,1349
18358,6,2014,CAKES,18978
18358,11,2014,ICECREAM,286
18358,11,2014,ICECREAM,11217
18358,12,2014,CHOCOLATES,30191
18359,2,2014,CHOCOLATES,7855
18359,5,2014,ICECREAM,2804
18359,6,2014,CHOCOLATES,46631
18359,6,2014,CAKES,7225
18359,12,2014,CHOCOLATES,3186
18360,4,2014,ICECREAM,11119
18360,7,2014,CHOCOLATES,414
18361,1,2014,CAKES,2856
18361,6,2014,CAKES,9600
18361,9,2014,ICECREAM,25321
18361,9,2014,CAKES,13296
18361,10,2014,CHOCOLATES,7503
18361,12,2014,CHOCOLATES,6340
18362,1,2014,CAKES,1262
18362,3,2014,CAKES,32668
18362,4,2014,CAKES,21229
18362,4,2014,CAKES,18915
18362,5,2014,CAKES,8644
18362,9,2014,CHOCOLATES,12460
18363,6,2014,ICECREAM,2705
18364,11,2014,CHOCOLATES,2030
18365,1,2014,CHOCOLATES,16623
18365,6,2014,CHOCOLATES,51552
18366,5,2014,ICECREAM,15098
18366,12,2014,CAKES,9327
18367,1,2014,CAKES,8207
18367,3,2014,ICECREAM,6825
18367,3,2014,CHOCOLATES,3939
18367,7,2014,CHOCOLATES,5188
18367,9,2014,CAKES,19406
18367,10,2014,CHOCOLATES,5219
18368,3,2014,ICECREAM,5534
18368,3,2014,CHOCOLATES,29355
18368,7,2014,ICECREAM,3526
18368,9,2014,ICECREAM,16461
18368,9,2014,CHOCOLATES,6998
18368,12,2014,CHOCOLATES,34405
18369,1,2014,ICECREAM,6647
18369,2,2014,CHOCOLATES,29266
18369,2,2014,CHOCOLATES,10076
18369,9,2014,CAKES,6588
18370,1,2014,CAKES,69
18370,4,2014,CAKES,3646
18370,4,2014,CHOCOLATES,31366
18370,5,2014,CHOCOLATES,2331
18370,5,2014,CHOCOLATES,12305
18371,5,2014,ICECREAM,1124
18372,6,2014,CHOCOLATES,17149
18372,7,2014,CAKES,48337
18372,9,2014,CAKES,22575
18372,11,2014,CAKES,850
18372,11,2014,CAKES,38555
18373,1,2014,CHOCOLATES,15268
18373,2,2014,CHOCOLATES,30024
18373,3,2014,CAKES,9037
18374,4,2014,ICECREAM,52493
18374,9,2014,CHOCOLATES,12752
18376,1,2014,CHOCOLATES,11834
18376,6,2014,CAKES,39319
18376,7,2014,ICECREAM,4231
18376,9,2014,CAKES,8067
18377,7,2014,CAKES,29879
18377,7,2014,CAKES,26210
18377,9,2014,ICECREAM,34640
18377,9,2014,CAKES,3521
18377,11,2014,CHOCOLATES,13421
18377,12,2014,CAKES,24122
18378,3,2014,CHOCOLATES,57142
18378,8,2014,CHOCOLATES,20832
